Date,Close,High,Low,Open,Volume,MFI
2025-01-02 00:00:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,
2025-01-02 00:01:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,
2025-01-02 00:02:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,0.0
2025-01-02 00:03:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,0.0
2025-01-02 00:04:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,
2025-01-02 00:05:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,
2025-01-02 00:06:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,
2025-01-02 00:07:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,
2025-01-02 00:08:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,100.0
2025-01-02 00:09:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,100.0
2025-01-02 00:10:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,100.0
2025-01-02 00:11:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,
2025-01-02 00:12:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,0.0
2025-01-02 00:13:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,0.0
2025-01-02 00:14:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,0.0
2025-01-02 00:15:00+00:00,1.0350896120071411,1.0350896120071411,1.0350896120071411,1.0350896120071411,1.0,0.0
2025-01-02 00:16:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,33.33448237568011
2025-01-02 00:17:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,50.00258538984108
2025-01-02 00:18:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,100.0
2025-01-02 00:19:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,
2025-01-02 00:20:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,
2025-01-02 00:21:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,
2025-01-02 00:22:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,
2025-01-02 00:23:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,100.0
2025-01-02 00:24:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,100.0
2025-01-02 00:25:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,66.66781806945522
2025-01-02 00:26:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,66.66896939270282
2025-01-02 00:27:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,50.002590611531694
2025-01-02 00:28:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,50.002590611531694
2025-01-02 00:29:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,0.0
2025-01-02 00:30:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,0.0
2025-01-02 00:31:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,50.002588001105686
2025-01-02 00:32:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,50.002588001105686
2025-01-02 00:33:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,50.002588001105686
2025-01-02 00:34:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,0.0
2025-01-02 00:35:00+00:00,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0351966619491575,1.0,0.0
2025-01-02 00:36:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,100.0
2025-01-02 00:37:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,100.0
2025-01-02 00:38:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,100.0
2025-01-02 00:39:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,50.002590611531694
2025-01-02 00:40:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,50.002590611531694
2025-01-02 00:41:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,0.0
2025-01-02 00:42:00+00:00,1.035303831100464,1.035303831100464,1.035303831100464,1.035303831100464,1.0,
2025-01-02 00:43:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,100.0
2025-01-02 00:44:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,100.0
2025-01-02 00:45:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,100.0
2025-01-02 00:46:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,
2025-01-02 00:47:00+00:00,1.0355182886123655,1.0355182886123655,1.0355182886123655,1.0355182886123655,1.0,100.0
2025-01-02 00:48:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,50.00258746509871
2025-01-02 00:49:00+00:00,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0354111194610596,1.0,50.00258746509871
