time,open,high,low,close,tick_volume,spread,real_volume
2025-01-08 15:11:00,1.02874,1.02889,1.0286,1.02889,55,0,0
2025-01-08 15:11:00,1.02874,1.02896,1.0286,1.02895,74,0,0
2025-01-08 15:11:00,1.02874,1.02896,1.0286,1.02894,97,0,0
2025-01-08 15:12:00,1.02893,1.02893,1.02892,1.02892,2,0,0
2025-01-08 15:12:00,1.02893,1.02894,1.02884,1.02884,18,0,0
2025-01-08 15:12:00,1.02893,1.02894,1.02871,1.02872,34,0,0
2025-01-08 15:12:00,1.02893,1.02894,1.02871,1.02886,45,0,0
2025-01-08 15:12:00,1.02893,1.02894,1.02871,1.02885,50,0,0
2025-01-08 15:12:00,1.02893,1.02894,1.02871,1.02891,54,0,0
2025-01-08 15:13:00,1.02894,1.02894,1.02892,1.02894,5,2,0
2025-01-08 15:13:00,1.02894,1.02902,1.02892,1.02899,17,2,0
2025-01-08 15:13:00,1.02894,1.02902,1.02892,1.02897,22,2,0
2025-01-08 15:13:00,1.02894,1.02902,1.02892,1.02899,29,2,0
2025-01-08 15:13:00,1.02894,1.02902,1.02889,1.0289,42,2,0
2025-01-08 15:13:00,1.02894,1.02902,1.02888,1.02892,48,2,0
2025-01-08 15:14:00,1.02898,1.02898,1.02894,1.02896,7,2,0
2025-01-08 15:14:00,1.02898,1.02906,1.02894,1.02902,20,2,0
2025-01-08 15:14:00,1.02898,1.02906,1.02894,1.02902,26,2,0
2025-01-08 15:14:00,1.02898,1.02906,1.02894,1.029,35,2,0
2025-01-08 15:14:00,1.02898,1.02906,1.02888,1.02893,50,2,0
2025-01-08 15:14:00,1.02898,1.02906,1.02885,1.02885,65,2,0
2025-01-08 15:15:00,1.0289,1.02962,1.0289,1.0296,27,2,0
2025-01-08 15:15:00,1.0289,1.02962,1.0289,1.02945,67,2,0
2025-01-08 15:15:00,1.0289,1.02966,1.0289,1.02965,109,2,0
2025-01-08 15:15:00,1.0289,1.02966,1.0289,1.0294,141,2,0
2025-01-08 15:15:00,1.0289,1.02966,1.0289,1.02929,157,2,0
2025-01-08 15:15:00,1.0289,1.02966,1.0289,1.02938,180,2,0
2025-01-08 15:16:00,1.02935,1.02936,1.02932,1.02932,13,3,0
2025-01-08 15:16:00,1.02935,1.02936,1.02915,1.02925,34,3,0
2025-01-08 15:16:00,1.02935,1.0294,1.02915,1.02936,59,3,0
2025-01-08 15:16:00,1.02935,1.0294,1.02915,1.02933,69,2,0
2025-01-08 15:16:00,1.02935,1.02969,1.02915,1.02969,80,2,0
2025-01-08 15:16:00,1.02935,1.02969,1.02915,1.02961,90,2,0
2025-01-08 15:17:00,1.02957,1.02957,1.02937,1.02938,9,2,0
2025-01-08 15:17:00,1.02957,1.02957,1.02933,1.02933,23,2,0
2025-01-08 15:17:00,1.02957,1.02957,1.02933,1.02945,33,0,0
2025-01-08 15:17:00,1.02957,1.02957,1.02933,1.02946,53,0,0
2025-01-08 15:17:00,1.02957,1.02957,1.02933,1.02944,70,0,0
2025-01-08 15:17:00,1.02957,1.02957,1.02933,1.02934,78,0,0
2025-01-08 15:18:00,1.02922,1.02923,1.029,1.0290300000000001,16,0,0
2025-01-08 15:18:00,1.02922,1.02923,1.02898,1.02908,40,0,0
2025-01-08 15:18:00,1.02922,1.02923,1.02897,1.02899,59,0,0
2025-01-08 15:18:00,1.02922,1.02923,1.02897,1.02911,83,0,0
2025-01-08 15:18:00,1.02922,1.02923,1.02897,1.02901,109,0,0
2025-01-08 15:18:00,1.02922,1.02923,1.02897,1.0290300000000001,127,0,0
2025-01-08 15:19:00,1.0291,1.02929,1.0291,1.02925,17,0,0
2025-01-08 15:19:00,1.0291,1.02929,1.0291,1.02915,41,0,0
2025-01-08 15:19:00,1.0291,1.02929,1.02909,1.02912,59,0,0
2025-01-08 15:19:00,1.0291,1.02931,1.02908,1.02924,87,0,0
2025-01-08 15:19:00,1.0291,1.02931,1.02908,1.02908,109,0,0
2025-01-08 15:19:00,1.0291,1.02931,1.02898,1.02898,128,0,0
2025-01-08 15:20:00,1.0290300000000001,1.0290300000000001,1.02892,1.02894,12,0,0
2025-01-08 15:20:00,1.0290300000000001,1.02917,1.02892,1.02914,40,0,0
2025-01-08 15:20:00,1.0290300000000001,1.02919,1.02892,1.02918,65,0,0
2025-01-08 15:20:00,1.0290300000000001,1.0293,1.02892,1.02928,96,0,0
2025-01-08 15:20:00,1.0290300000000001,1.0293,1.02892,1.02928,103,0,0
2025-01-08 15:20:00,1.0290300000000001,1.02935,1.02892,1.02913,131,0,0
2025-01-08 15:21:00,1.02913,1.02929,1.02913,1.02913,22,0,0
2025-01-08 15:21:00,1.02913,1.02929,1.02908,1.02909,45,0,0
2025-01-08 15:21:00,1.02913,1.02929,1.02908,1.02913,68,0,0
2025-01-08 15:21:00,1.02913,1.02933,1.02908,1.02928,84,0,0
2025-01-08 15:21:00,1.02913,1.02933,1.02908,1.02932,99,0,0
2025-01-08 15:21:00,1.02913,1.02934,1.02908,1.02934,112,0,0
2025-01-08 15:22:00,1.02947,1.02948,1.02941,1.02941,13,0,0
2025-01-08 15:22:00,1.02947,1.02948,1.02927,1.0293,34,0,0
2025-01-08 15:22:00,1.02947,1.02948,1.02927,1.0294,55,0,0
2025-01-08 15:22:00,1.02947,1.02949,1.02927,1.02944,71,0,0
2025-01-08 15:22:00,1.02947,1.0296,1.02927,1.02955,89,0,0
2025-01-08 15:22:00,1.02947,1.0296,1.02927,1.02958,117,0,0
2025-01-08 15:23:00,1.02954,1.02959,1.02953,1.02956,9,0,0
2025-01-08 15:23:00,1.02954,1.02969,1.02953,1.02969,24,0,0
2025-01-08 15:23:00,1.02954,1.02979,1.02953,1.02972,46,0,0
2025-01-08 15:23:00,1.02954,1.02988,1.02953,1.02979,69,0,0
2025-01-08 15:23:00,1.02954,1.02988,1.02953,1.02986,89,0,0
2025-01-08 15:23:00,1.02954,1.02988,1.02953,1.02984,112,0,0
2025-01-08 15:24:00,1.02985,1.02986,1.02975,1.02977,17,0,0
2025-01-08 15:24:00,1.02985,1.02986,1.02975,1.02983,34,0,0
2025-01-08 15:24:00,1.02985,1.02989,1.02975,1.02987,49,0,0
2025-01-08 15:24:00,1.02985,1.02989,1.02975,1.02988,56,0,0
2025-01-08 15:24:00,1.02985,1.03005,1.02975,1.03002,79,0,0
2025-01-08 15:24:00,1.02985,1.03005,1.02975,1.02998,99,0,0
2025-01-08 15:25:00,1.03002,1.03002,1.02988,1.02994,14,0,0
2025-01-08 15:25:00,1.03002,1.03002,1.02988,1.03001,34,0,0
2025-01-08 15:25:00,1.03002,1.03023,1.02988,1.03011,64,0,0
2025-01-08 15:25:00,1.03002,1.03023,1.02988,1.03008,82,0,0
2025-01-08 15:25:00,1.03002,1.03023,1.02988,1.03017,100,0,0
2025-01-08 15:25:00,1.03002,1.03024,1.02988,1.03014,119,0,0
2025-01-08 15:26:00,1.03018,1.03018,1.03013,1.03014,14,0,0
2025-01-08 15:26:00,1.03018,1.03018,1.02998,1.03005,34,0,0
