Date,Close,High,Low,Open,Volume
2024-12-09 18:15:00,1.0566357374191284,1.056859016418457,1.0566357374191284,1.0566357374191284,1.0
2024-12-09 18:30:00,1.0565240383148193,1.0566357374191284,1.0564124584197998,1.0565240383148193,1.0
2024-12-09 18:45:00,1.0566357374191284,1.056859016418457,1.0565240383148193,1.0565240383148193,1.0
2024-12-09 19:00:00,1.0564124584197998,1.0566357374191284,1.0564124584197998,1.0565240383148193,1.0
2024-12-09 19:15:00,1.0559661388397217,1.0564124584197998,1.0559661388397217,1.0564124584197998,1.0
2024-12-09 19:30:00,1.0560777187347412,1.0564124584197998,1.0560777187347412,1.0560777187347412,1.0
2024-12-09 19:45:00,1.0557432174682617,1.0561892986297607,1.0555204153060913,1.0561892986297607,1.0
2024-12-09 20:00:00,1.0557432174682617,1.0559661388397217,1.0556317567825317,1.0558546781539917,1.0
2024-12-09 20:15:00,1.05507493019104,1.0556317567825317,1.05507493019104,1.0555204153060913,1.0
2024-12-09 20:30:00,1.0551862716674805,1.055297613143921,1.05507493019104,1.05507493019104,1.0
2024-12-09 20:45:00,1.055297613143921,1.0554089546203613,1.0549635887145996,1.0551862716674805,1.0
2024-12-09 21:00:00,1.0555204153060913,1.0557432174682617,1.0554089546203613,1.0554089546203613,1.0
2024-12-09 21:15:00,1.0555204153060913,1.0555204153060913,1.055297613143921,1.0555204153060913,1.0
2024-12-09 21:30:00,1.0554089546203613,1.0555204153060913,1.0554089546203613,1.0555204153060913,1.0
2024-12-09 21:45:00,1.0556317567825317,1.0558546781539917,1.0554089546203613,1.0554089546203613,1.0
2024-12-09 22:00:00,1.0556317567825317,1.0558546781539917,1.0554089546203613,1.0556317567825317,1.0
2024-12-09 22:15:00,1.0555204153060913,1.0557432174682617,1.0555204153060913,1.0555204153060913,1.0
2024-12-09 22:30:00,1.0558546781539917,1.0558546781539917,1.0557432174682617,1.0557432174682617,1.0
2024-12-09 22:45:00,1.0557432174682617,1.0558546781539917,1.0557432174682617,1.0558546781539917,1.0
2024-12-09 23:00:00,1.0557432174682617,1.0557432174682617,1.0556317567825317,1.0557432174682617,1.0
2024-12-09 23:15:00,1.0556317567825317,1.0557432174682617,1.0556317567825317,1.0557432174682617,1.0
2024-12-09 23:30:00,1.0557432174682617,1.0558546781539917,1.0555204153060913,1.0556317567825317,1.0
2024-12-09 23:45:00,1.0557432174682617,1.0558546781539917,1.0556317567825317,1.0558546781539917,1.0
2024-12-10 00:00:00,1.0554089546203613,1.0556317567825317,1.0551862716674805,1.0556317567825317,1.0
2024-12-10 00:15:00,1.0554089546203613,1.0555204153060913,1.055297613143921,1.0554089546203613,1.0
2024-12-10 00:30:00,1.0555204153060913,1.0556317567825317,1.0554089546203613,1.0555204153060913,1.0
2024-12-10 00:45:00,1.0556317567825317,1.0557432174682617,1.055297613143921,1.0555204153060913,1.0
2024-12-10 01:00:00,1.0551862716674805,1.0556317567825317,1.05507493019104,1.0556317567825317,1.0
2024-12-10 01:15:00,1.05507493019104,1.0551862716674805,1.05507493019104,1.0551862716674805,1.0
2024-12-10 01:30:00,1.05507493019104,1.055297613143921,1.0548522472381592,1.0551862716674805,1.0
2024-12-10 01:45:00,1.0556317567825317,1.0556317567825317,1.05507493019104,1.05507493019104,1.0
2024-12-10 02:00:00,1.0560777187347412,1.0563008785247803,1.0556317567825317,1.0556317567825317,1.0
2024-12-10 02:15:00,1.0557432174682617,1.0563008785247803,1.0556317567825317,1.0560777187347412,1.0
2024-12-10 02:30:00,1.0559661388397217,1.0559661388397217,1.0557432174682617,1.0558546781539917,1.0
2024-12-10 02:45:00,1.0555204153060913,1.0560777187347412,1.0555204153060913,1.0560777187347412,1.0
2024-12-10 03:00:00,1.0555204153060913,1.0557432174682617,1.0555204153060913,1.0556317567825317,1.0
2024-12-10 03:15:00,1.0555204153060913,1.0556317567825317,1.0554089546203613,1.0555204153060913,1.0
2024-12-10 03:30:00,1.0557432174682617,1.0558546781539917,1.0551862716674805,1.0554089546203613,1.0
