RSI,MACD,MACD_Signal,RTD_Trend,Close,RSI_lag_1,RSI_lag_2,RSI_lag_3,MACD_lag_1,MACD_lag_2,MACD_lag_3,MACD_Signal_lag_1,MACD_Signal_lag_2,MACD_Signal_lag_3,RTD_Trend_lag_1,RTD_Trend_lag_2,RTD_Trend_lag_3,target
47.83705940005249,1.9693555536104412e-05,6.807297446666991e-06,-0.0006526708602905273,1.0426441431045532,53.345618451456346,53.345618451456346,50.9077745548494,4.089854708366758e-05,2.307857003946978e-05,-1.888951661754845e-09,3.5857329243076363e-06,-5.74247061553235e-06,-1.2947730779282883e-05,-0.00021767616271972656,0.0001087188720703125,0.0003261566162109375,0
47.83705940005249,2.85553018652962e-06,6.0169439946395176e-06,0.0001087188720703125,1.0426441431045532,47.83705940005249,53.345618451456346,53.345618451456346,1.9693555536104412e-05,4.089854708366758e-05,2.307857003946978e-05,6.807297446666991e-06,3.5857329243076363e-06,-5.74247061553235e-06,-0.0006526708602905273,-0.00021767616271972656,0.0001087188720703125,1
49.35300385678942,-1.6964660356499905e-06,4.474261988581616e-06,0.0007605552673339844,1.0427528619766235,47.83705940005249,47.83705940005249,53.345618451456346,2.85553018652962e-06,1.9693555536104412e-05,4.089854708366758e-05,6.0169439946395176e-06,6.807297446666991e-06,3.5857329243076363e-06,0.0001087188720703125,-0.0006526708602905273,-0.00021767616271972656,1
50.89001051134115,3.42921863971668e-06,4.265253318808629e-06,0.0007606744766235352,1.0428615808486938,49.35300385678942,47.83705940005249,47.83705940005249,-1.6964660356499905e-06,2.85553018652962e-06,1.9693555536104412e-05,4.474261988581616e-06,6.0169439946395176e-06,6.807297446666991e-06,0.0007605552673339844,0.0001087188720703125,-0.0006526708602905273,0
49.279466001559214,-1.266741493921586e-06,3.1588543562625865e-06,0.0006519556045532227,1.0427528619766235,50.89001051134115,49.35300385678942,47.83705940005249,3.42921863971668e-06,-1.6964660356499905e-06,2.85553018652962e-06,4.265253318808629e-06,4.474261988581616e-06,6.0169439946395176e-06,0.0007606744766235352,0.0007605552673339844,0.0001087188720703125,0
49.279466001559214,-4.9314767380792546e-06,1.5407881373942186e-06,0.00032603740692160876,1.0427528619766235,49.279466001559214,50.89001051134115,49.35300385678942,-1.266741493921586e-06,3.42921863971668e-06,-1.6964660356499905e-06,3.1588543562625865e-06,4.265253318808629e-06,4.474261988581616e-06,0.0006519556045532227,0.0007606744766235352,0.0007605552673339844,0
45.90938001863154,-2.5091969960699956e-05,-3.785763482224616e-06,-0.0004349946975708008,1.042535424232483,49.279466001559214,49.279466001559214,50.89001051134115,-4.9314767380792546e-06,-1.266741493921586e-06,3.42921863971668e-06,1.5407881373942186e-06,3.1588543562625865e-06,4.265253318808629e-06,0.00032603740692160876,0.0006519556045532227,0.0007606744766235352,1
51.290409921413804,-1.458308820123655e-05,-5.945228426027003e-06,0.000217437744140625,1.0428615808486938,45.90938001863154,49.279466001559214,49.279466001559214,-2.5091969960699956e-05,-4.9314767380792546e-06,-1.266741493921586e-06,-3.785763482224616e-06,1.5407881373942186e-06,3.1588543562625865e-06,-0.0004349946975708008,0.00032603740692160876,0.0006519556045532227,0
44.88109974137913,-4.086485736132239e-05,-1.2929154213086082e-05,-0.000652313232422097,1.042426824569702,51.290409921413804,45.90938001863154,49.279466001559214,-1.458308820123655e-05,-2.5091969960699956e-05,-4.9314767380792546e-06,-5.945228426027003e-06,-3.785763482224616e-06,1.5407881373942186e-06,0.000217437744140625,-0.0004349946975708008,0.00032603740692160876,0
44.88109974137913,-6.099029066497508e-05,-2.2541381503463884e-05,-0.0005435943603517845,1.042426824569702,44.88109974137913,51.290409921413804,45.90938001863154,-4.086485736132239e-05,-1.458308820123655e-05,-2.5091969960699956e-05,-1.2929154213086082e-05,-5.945228426027003e-06,-3.785763482224616e-06,-0.000652313232422097,0.000217437744140625,-0.0004349946975708008,1
51.858085602698615,-4.138162167355297e-05,-2.6309429537481702e-05,0.0,1.0428615808486938,44.88109974137913,44.88109974137913,51.290409921413804,-6.099029066497508e-05,-4.086485736132239e-05,-1.458308820123655e-05,-2.2541381503463884e-05,-1.2929154213086082e-05,-5.945228426027003e-06,-0.0005435943603517845,-0.000652313232422097,0.000217437744140625,1
56.32756621664312,4.900918120220865e-07,-2.094952526758095e-05,0.0003263950347902611,1.043187975883484,51.858085602698615,44.88109974137913,44.88109974137913,-4.138162167355297e-05,-6.099029066497508e-05,-4.086485736132239e-05,-2.6309429537481702e-05,-2.2541381503463884e-05,-1.2929154213086082e-05,0.0,-0.0005435943603517845,-0.000652313232422097,1
59.05754690277701,5.065446046570443e-05,-6.628728120923873e-06,0.00032651424407958984,1.0434056520462036,56.32756621664312,51.858085602698615,44.88109974137913,4.900918120220865e-07,-4.138162167355297e-05,-6.099029066497508e-05,-2.094952526758095e-05,-2.6309429537481702e-05,-2.2541381503463884e-05,0.0003263950347902611,0.0,-0.0005435943603517845,0
53.640971912979545,6.333304936489981e-05,7.363627376240863e-06,0.0,1.043079137802124,59.05754690277701,56.32756621664312,51.858085602698615,5.065446046570443e-05,4.900918120220865e-07,-4.138162167355297e-05,-6.628728120923873e-06,-2.094952526758095e-05,-2.6309429537481702e-05,0.00032651424407958984,0.0003263950347902611,0.0,0
50.32873858992307,5.518970193985062e-05,1.6928842288962818e-05,0.000217437744140625,1.0428615808486938,53.640971912979545,59.05754690277701,56.32756621664312,6.333304936489981e-05,5.065446046570443e-05,4.900918120220865e-07,7.363627376240863e-06,-6.628728120923873e-06,-2.094952526758095e-05,0.0,0.00032651424407958984,0.0003263950347902611,1
51.92796296876157,5.686288407225071e-05,2.4915650645620397e-05,0.0003262758255004883,1.0429704189300537,50.32873858992307,53.640971912979545,59.05754690277701,5.518970193985062e-05,6.333304936489981e-05,5.065446046570443e-05,1.6928842288962818e-05,7.363627376240863e-06,-6.628728120923873e-06,0.000217437744140625,0.0,0.00032651424407958984,1
56.4557158674762,8.356298243161753e-05,3.6645117002819826e-05,0.0005439519882202148,1.0432968139648438,51.92796296876157,50.32873858992307,53.640971912979545,5.686288407225071e-05,5.518970193985062e-05,6.333304936489981e-05,2.4915650645620397e-05,1.6928842288962818e-05,7.363627376240863e-06,0.0003262758255004883,0.000217437744140625,0.0,0
